sample_id,temperature_C,humidity_pct,power_kW,airflow_cfm,water_flow_L,smoke_ppm,water_leak,motion_detected,door_open,hour_of_day,cooling_mode,PUE,WUE,alert_flag,temperature_C_raw,humidity_pct_raw,power_kW_raw,airflow_cfm_raw,water_flow_L_raw,smoke_ppm_raw,temperature_C_delta,humidity_pct_delta,power_kW_delta,airflow_cfm_delta,water_flow_L_delta,smoke_ppm_delta,temperature_C_rollstd,humidity_pct_rollstd,power_kW_rollstd,airflow_cfm_rollstd,water_flow_L_rollstd,smoke_ppm_rollstd,hour_sin,hour_cos,flag_temp_high,flag_smoke_warn,flag_smoke_crit,flag_humidity_low,flag_humidity_high,flag_power_high,flag_airflow_low,flag_night_motion,label_encoded
419,0.10752569344678964,0.6027991723186574,0.16942157373632094,0.5253793818390243,0.314892578621468,0.0274307779062766,0,0,0,12,air,1.51,0.986,0,21.77,53.99,59.64,736.9,6.84,50.4,-0.0693,0.0229,-0.1755,-0.1336,-0.0923,-0.0322,0.0847,0.096,0.1555,0.0975,0.0857,0.0486,0.0,-1.0,0,0,0,0,0,0,0,0,0
420,0.07978782185876887,0.3085124726980113,0.10793121417404872,0.5224025579795201,0.028428790759626232,0.0,0,0,1,19,air,1.423,0.763,0,19.85,40.41,62.7,813.2,9.13,42.1,-0.0277,-0.2943,-0.0615,-0.003,-0.2865,-0.0274,0.0859,0.1179,0.1755,0.1119,0.1875,0.0519,-0.9659,0.2588,0,0,0,0,0,0,0,0,0
421,0.06862636755442586,0.4464018852741696,0.11643564356435632,0.5201568838398939,0.026598611096989355,0.0066904336356772565,0,0,0,6,air,1.423,0.92,0,20.93,44.38,59.69,902.2,12.49,49.4,-0.0112,0.1379,0.0085,-0.0022,-0.0018,0.0067,0.0538,0.1191,0.1239,0.0861,0.1958,0.0308,1.0,0.0,0,0,0,0,0,0,0,0,0
422,0.08873908719195489,0.5807851477181285,0.18730588848358498,0.5003375039331938,0.336102327378471,0.04539937109923825,1,0,1,13,emergency,1.878,5.016,2,23.15,70.0,66.98,733.7,160.47,58.1,0.0201,0.1344,0.0709,-0.0198,0.3095,0.0387,0.043,0.1255,0.0955,0.0642,0.1814,0.0252,-0.2588,-0.9659,0,0,0,0,0,0,0,0,1
423,0.07326776439385552,0.6126853661340386,0.22186555497655025,0.5029487529327591,0.3487305670506655,0.05189864948818185,0,0,0,0,air,1.426,0.819,0,18.64,52.28,63.7,810.4,11.34,41.7,-0.0155,0.0319,0.0346,0.0026,0.0126,0.0065,0.0154,0.1312,0.0481,0.0117,0.1679,0.0229,0.0,1.0,0,0,0,0,0,0,0,0,0
424,0.072936236048182,0.566128290608116,0.23512245961438216,0.5308630047381112,0.35338735752559713,0.0642281629025013,0,0,0,2,air,1.474,0.766,0,21.74,45.89,62.82,843.8,9.13,63.3,-0.0003,-0.0466,0.0133,0.0279,0.0047,0.0123,0.0078,0.1256,0.0589,0.0132,0.1746,0.0286,0.5,0.866,0,0,0,0,0,0,0,0,0
425,0.40059675102221237,0.5661857684791356,0.32942157373632086,0.3557265343372715,0.348527213754817,0.428092175059975,0,0,0,13,emergency,2.613,0.419,2,49.5,40.42,85.32,142.5,6.74,422.8,0.3277,0.0001,0.0943,-0.1751,-0.0049,0.3639,0.1454,0.0633,0.0774,0.0717,0.1433,0.174,-0.2588,-0.9659,0,1,0,0,0,0,0,0,1
426,0.4369543595977454,0.7803483158983793,0.34909848879624783,0.31749784898363664,0.8834887291435777,0.45045733892781026,1,0,0,11,emergency,1.726,5.964,2,24.22,81.64,64.41,755.8,275.56,72.8,0.0364,0.2142,0.0197,-0.0382,0.535,0.0224,0.187,0.091,0.0707,0.0974,0.2402,0.2114,0.2588,-0.9659,0,1,0,0,0,0,0,0,1
427,0.49342468781080795,0.6519427520404646,0.4802918186555496,0.45471898391078935,0.71086211629775,0.43917917937052575,0,0,0,10,evaporative,1.316,2.697,1,28.26,47.66,98.45,1259.2,75.58,46.3,0.0565,-0.1284,0.1312,0.1372,-0.1726,-0.0113,0.2056,0.0886,0.1042,0.0925,0.2523,0.209,0.5,-0.866,0,1,0,0,0,0,0,0,2
428,0.4716543264449109,0.6455627083572826,0.4719541427826992,0.43957373971331104,0.7103333977285436,0.434878186319019,0,0,0,22,air,1.43,0.625,0,16.67,51.17,61.7,752.4,11.08,37.2,-0.0218,-0.0064,-0.0083,-0.0151,-0.0005,-0.0043,0.1726,0.0877,0.1034,0.0844,0.2392,0.1674,-0.5,0.866,0,1,0,0,0,0,0,0,0
429,0.48701513979445243,0.661599034371767,0.4389369463262114,0.3920490079212239,0.7035413976472025,0.406109321685607,0,1,1,23,security_alert,1.572,0.948,2,23.13,48.68,54.9,661.8,5.79,33.2,0.0154,0.016,-0.033,-0.0475,-0.0068,-0.0288,0.0388,0.0767,0.0703,0.0571,0.1958,0.0165,-0.2588,0.9659,0,1,0,0,0,0,0,1,4
430,0.4974030279588906,0.667979078054949,0.5743824908806667,0.38549477293231527,0.702626307815884,0.40448450208837117,0,0,0,5,emergency,2.596,0.487,2,50.44,41.53,117.81,117.4,6.29,421.1,0.0104,0.0064,0.1354,-0.0066,-0.0009,-0.0016,0.0246,0.0559,0.0811,0.0539,0.0791,0.0206,0.9659,0.2588,0,1,0,0,0,0,0,0,1
431,0.49707149961321684,0.49606276583515374,0.5770088587806148,0.42808424411522406,0.1598763611961241,0.38871419423284614,0,0,0,11,air,1.524,0.958,0,24.19,51.73,65.04,918.9,8.66,56.3,-0.0003,-0.1719,0.0026,0.0426,-0.5427,-0.0158,0.0107,0.0724,0.0633,0.0301,0.2446,0.0216,0.2588,-0.9659,0,0,0,0,0,0,0,0,0
432,0.5518841860979113,0.5442292217496265,0.555914538822303,0.40539249030900215,0.11414220495978689,0.4305771932675122,0,0,0,8,evaporative,1.314,2.678,1,33.22,56.04,93.39,1172.3,53.09,90.1,0.0548,0.0482,-0.0211,-0.0227,-0.0457,0.0419,0.0303,0.078,0.0639,0.0232,0.3118,0.0193,0.866,-0.5,0,1,0,0,0,0,0,0,2
433,0.6082440048624158,0.5611851937004255,0.5323606044815006,0.4312177429147024,0.10751288751512439,0.45131753753811155,0,0,0,5,air,1.55,0.69,0,21.77,54.12,56.05,851.3,7.82,58.9,0.0564,0.017,-0.0236,0.0258,-0.0066,0.0207,0.0514,0.0756,0.057,0.0207,0.3161,0.0247,0.9659,0.2588,0,1,0,0,0,0,0,0,0
434,0.5952038899325891,0.5570467869870102,0.550620114643043,0.4715876524479806,0.1123933666154894,0.45810354879715565,0,0,1,1,air,1.585,0.768,0,21.95,47.96,59.28,816.4,8.19,40.3,-0.013,-0.0041,0.0183,0.0404,0.0049,0.0068,0.0525,0.063,0.0183,0.0323,0.2599,0.0298,0.2588,0.9659,0,1,0,0,0,0,0,0,0
435,0.30202232290860853,0.5611851937004255,0.29940594059405923,0.6211077701630855,0.11788390560340009,0.09519531287335012,0,0,0,13,air,1.555,0.923,0,23.91,42.25,57.55,690.0,8.99,41.4,-0.2932,0.0041,-0.2512,0.1495,0.0055,-0.3629,0.1246,0.0277,0.115,0.087,0.0213,0.1531,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
436,0.2757210741518399,0.5610702379583861,0.27139134966128187,0.5700317397315898,0.12270337871501055,0.08124097986179477,0,0,0,4,air,1.424,0.656,0,21.81,51.71,58.32,723.3,11.03,41.7,-0.0263,-0.0001,-0.028,-0.0511,0.0048,-0.014,0.1639,0.0073,0.1435,0.0923,0.0057,0.1967,0.866,0.5,0,0,0,0,0,0,0,0,0
437,0.18090396728920322,0.5562420967927348,0.11818655549765489,0.4787946996867808,0.029384551250114396,0.0434878186319019,0,0,0,11,air,1.482,0.665,0,24.64,55.2,56.64,822.9,7.2,50.6,-0.0948,-0.0048,-0.1532,-0.0912,-0.0933,-0.0378,0.1964,0.0025,0.1843,0.0783,0.0388,0.2098,0.2588,-0.9659,0,0,0,0,0,0,0,0,0
438,0.2685379599955797,0.5456086906540982,0.2815633142261593,0.5806334106698247,0.10936340250734614,0.0434878186319019,0,0,0,5,evaporative,1.3,2.967,1,29.7,52.27,95.24,1241.3,47.15,58.9,0.0876,-0.0106,0.1634,0.1018,0.08,0.0,0.158,0.0064,0.1557,0.0661,0.0389,0.1769,0.9659,0.2588,0,0,0,0,0,0,0,0,2
439,0.2779312631229969,0.5523336015633982,0.2457113079729023,0.5716246016213246,0.11406086364144749,0.04425243961883646,0,0,0,7,air,1.584,0.878,0,22.8,49.13,50.68,781.9,10.5,41.1,0.0094,0.0067,-0.0359,-0.009,0.0047,0.0008,0.0465,0.0065,0.0726,0.0522,0.039,0.0249,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
440,0.3616974251298486,0.6008449247039891,0.3825325690463781,0.7031793262194207,0.20666795457087375,0.0929970275359133,0,0,0,22,evaporative,1.222,2.904,1,31.49,50.69,90.37,1193.8,54.53,92.4,0.0838,0.0485,0.1368,0.1316,0.0926,0.0487,0.064,0.0218,0.0948,0.08,0.0629,0.0241,-0.5,0.866,0,0,0,0,0,0,0,0,2
441,0.4640291744944194,0.5801528911369123,0.472912975508077,0.8518899567446604,0.2655794043781965,0.12750054957133436,0,0,0,21,evaporative,1.275,2.615,1,31.07,48.11,80.0,1292.8,40.0,77.8,0.1023,-0.0207,0.0904,0.1487,0.0589,0.0345,0.107,0.023,0.1351,0.1441,0.0921,0.0384,-0.7071,0.7071,0,0,0,0,0,0,0,0,2
442,0.5687921317272626,0.4928440050580527,0.582178217821782,0.9312980388214388,0.3549531779036309,0.13552906993414707,0,0,0,13,evaporative,1.323,2.916,1,34.12,40.01,82.85,1127.0,51.15,59.0,0.1048,-0.0873,0.1093,0.0794,0.0894,0.008,0.128,0.0409,0.1382,0.1608,0.1042,0.044,-0.2588,-0.9659,0,0,0,0,0,0,0,0,2
443,0.47839540280693993,0.3325957006552478,0.49454924439812387,0.8330889639477909,0.2806275482709887,0.12683150620776665,0,0,0,16,humidity_warn,1.488,0.824,1,21.52,24.39,74.22,865.2,10.6,49.8,-0.0904,-0.1602,-0.0876,-0.0982,-0.0743,-0.0087,0.1124,0.1081,0.1277,0.1416,0.09,0.0379,-0.866,-0.5,0,0,0,0,0,0,0,0,3
444,0.46955464692231175,0.16751925508679166,0.5504116727462218,0.8397737613866777,0.29044951246047324,0.1232951341431944,0,0,0,12,humidity_warn,1.472,0.637,1,22.0,20.41,64.08,807.5,15.33,37.4,-0.0088,-0.1651,0.0559,0.0067,0.0098,-0.0035,0.0735,0.183,0.0771,0.082,0.0532,0.0164,0.0,-1.0,0,0,0,1,0,0,0,0,3
445,0.6381920654215933,0.09072881940452926,0.5477436164669098,0.5462954863255419,0.19355166698864276,0.5215670907127223,0,0,0,10,emergency,2.672,0.394,2,46.75,37.33,89.73,69.9,6.88,509.1,0.1686,-0.0768,-0.0027,-0.2935,-0.0969,0.3983,0.077,0.2078,0.0446,0.1475,0.0578,0.1759,0.5,-0.866,0,1,0,1,0,0,0,0,1
446,0.5271300696209527,0.0,0.47483064095883254,0.4062280899888632,0.1325863488932497,0.49193802746900894,0,0,0,9,humidity_warn,1.497,0.629,1,21.02,29.41,62.51,756.4,10.02,46.8,-0.1111,-0.0907,-0.0729,-0.1401,-0.061,-0.0296,0.0695,0.1968,0.044,0.2236,0.0874,0.2075,0.7071,-0.7071,0,1,0,1,0,0,0,0,3
447,0.5156370869709359,0.034055638579147174,0.5146430432516933,0.4239062457159197,0.14747181014936303,0.4832404637426285,0,0,0,18,evaporative,1.237,2.748,1,33.08,48.85,92.4,1194.7,58.47,49.9,-0.0115,0.0341,0.0398,0.0177,0.0149,-0.0087,0.0674,0.1323,0.033,0.2138,0.0735,0.2053,-1.0,-0.0,0,1,0,1,0,0,0,0,2
448,0.8165543153939663,0.11394987929647082,0.5926836894215735,0.22610413399885376,0.1400900855100609,0.7956837145287545,0,0,0,23,emergency,2.533,0.27,2,48.75,38.29,92.94,107.7,6.97,376.7,0.3009,0.0799,0.078,-0.1978,-0.0074,0.3124,0.1393,0.066,0.044,0.2272,0.0657,0.2391,-0.2588,0.9659,1,1,1,1,0,0,0,0,1
449,0.8309205437064868,0.27494539602253143,0.5454090672225114,0.23511294304735375,0.12491992963975965,0.8188134993835243,0,1,0,22,security_alert,1.665,0.945,2,23.3,48.42,52.74,842.0,7.87,61.6,0.0144,0.161,-0.0473,0.009,-0.0152,0.0231,0.1521,0.1063,0.0437,0.1362,0.027,0.1697,-0.5,0.866,1,1,1,0,0,0,0,1,4
450,0.792021217814123,0.2455167260604667,0.5445336112558623,0.2673618681919844,0.11886000142347308,0.7250518508606765,0,0,0,12,emergency,2.646,0.391,2,43.23,32.21,89.52,193.4,3.9,411.0,-0.0389,-0.0294,-0.0009,0.0322,-0.0061,-0.0938,0.1605,0.1231,0.0435,0.0958,0.0115,0.1638,0.0,-1.0,1,1,0,1,0,0,0,0,1
451,0.8143441264228093,0.3842683067019199,0.49054715997915577,0.26963365482160606,0.10661813301339082,0.7208464354325365,0,1,0,1,security_alert,1.599,0.961,2,23.04,53.55,49.56,765.1,4.0,42.4,0.0223,0.1388,-0.054,0.0023,-0.0122,-0.0042,0.1339,0.1379,0.0384,0.0803,0.0164,0.1332,0.2588,0.9659,1,1,0,0,0,0,0,1,4
452,0.7769919328102552,0.39421197838832067,0.5122668056279311,0.2590058713933756,0.10279509105143822,0.7468435489883108,0,0,0,22,evaporative,1.293,2.733,1,29.7,50.58,97.61,1154.0,56.59,77.1,-0.0374,0.0099,0.0217,-0.0106,-0.0038,0.026,0.0214,0.1148,0.0387,0.0197,0.015,0.0437,-0.5,0.866,1,1,0,0,0,0,0,0,2
453,0.4715438169963533,0.5147430739165424,0.37056800416883773,0.4275097693353197,0.10208335451596831,0.43354009959188355,0,1,1,0,security_alert,1.658,0.859,2,21.11,59.26,58.95,753.0,6.62,48.9,-0.3054,0.1205,-0.1417,0.1685,-0.0007,-0.3133,0.1499,0.1072,0.0721,0.0771,0.0103,0.1481,0.0,1.0,0,1,0,0,0,0,0,1,4
454,0.5601723947397501,0.5087653753304977,0.5143095362167796,0.5217497457296286,0.20103506827586906,0.478843893067755,0,0,0,7,evaporative,1.215,2.525,1,31.32,47.38,87.22,1202.9,56.53,109.0,0.0886,-0.006,0.1437,0.0942,0.099,0.0453,0.1563,0.1103,0.0676,0.1194,0.0423,0.1516,0.9659,-0.2588,0,1,0,0,0,0,0,0,2
455,0.336059233064427,0.5945798367628465,0.3640646169880146,0.6801481100432555,0.2065459425933646,0.1404991063492215,0,0,0,2,air,1.495,0.926,0,22.95,47.14,53.48,800.0,6.61,57.0,-0.2241,0.0858,-0.1502,0.1584,0.0055,-0.3383,0.2029,0.089,0.0764,0.1774,0.0548,0.2468,0.5,0.866,0,0,0,0,0,0,0,0,0
456,0.3976129959111503,0.5898666513392345,0.545450755601876,0.8177870448103387,0.2981769377027178,0.15550479321781183,0,0,1,14,evaporative,1.222,2.347,1,28.61,52.73,93.07,1292.2,49.06,58.1,0.0616,-0.0047,0.1814,0.1376,0.0916,0.015,0.1719,0.0813,0.0869,0.2172,0.0823,0.2522,-0.5,-0.866,0,0,0,0,0,0,0,0,2
457,0.41639960216598504,0.5760144844234971,0.5318186555497655,0.8505059947748909,0.3071041473904689,0.16257753734695632,0,0,0,0,evaporative,1.334,2.663,1,31.4,48.17,94.34,1279.3,60.98,84.5,0.0188,-0.0139,-0.0136,0.0327,0.0089,0.0071,0.0845,0.0417,0.0901,0.1835,0.0838,0.1671,0.0,1.0,0,0,0,0,0,0,0,0,2
458,0.44247983202563823,0.5473905046557077,0.5179364252214693,0.868445275401904,0.3087106384276723,0.16907681573589992,0,0,0,14,air,1.499,0.967,0,23.47,54.28,55.62,821.7,7.41,55.7,0.0261,-0.0286,-0.0139,0.0179,0.0016,0.0065,0.0824,0.0356,0.0741,0.1464,0.0554,0.1444,-0.5,-0.866,0,0,0,0,0,0,0,0,0
459,0.5412752790363575,0.4907173238303255,0.5785096404377279,0.5856208962589943,0.21506644568941855,0.39521347262178985,0,0,0,22,emergency,2.672,0.408,2,40.26,37.52,101.75,119.8,10.48,345.6,0.0988,-0.0567,0.0606,-0.2828,-0.0936,0.2261,0.0751,0.0427,0.0833,0.1226,0.0517,0.1071,-0.5,0.866,0,0,0,0,0,0,0,0,1
460,0.5947618521383577,0.44921830095413284,0.7640229286086504,0.693543817411025,0.3385629022582384,0.42073269806073,0,1,0,3,evaporative,1.297,1.84,1,27.79,39.92,97.98,1213.3,67.34,83.7,0.0535,-0.0415,0.1855,0.1079,0.1235,0.0255,0.0854,0.0593,0.1012,0.1205,0.0464,0.1349,0.7071,0.7071,0,1,0,0,0,1,0,1,2
461,0.7471543816996353,0.33305552362340496,0.8048358520062533,0.39283238262109355,0.2547000030502995,0.6788878587745036,0,0,0,1,emergency,2.382,0.224,2,42.4,32.52,102.86,140.6,7.82,328.2,0.1524,-0.1162,0.0408,-0.3007,-0.0839,0.2582,0.1326,0.0954,0.135,0.1976,0.0493,0.2133,0.2588,0.9659,1,1,0,0,0,1,0,0,1
462,0.6489114819317052,0.5011208184848834,0.6501719645648774,0.2700775671515321,0.47682280810566247,0.6550890305561662,1,0,0,3,emergency,1.859,6.109,2,22.51,77.41,57.24,809.2,170.21,59.6,-0.0982,0.1681,-0.1547,-0.1228,0.2221,-0.0238,0.1142,0.0813,0.1211,0.2375,0.1004,0.2099,0.7071,0.7071,0,1,0,0,0,0,0,0,1
463,0.637086970936015,0.4933613058972297,0.6942782699322563,0.28890467243839746,0.477310856015699,0.6420904737782791,0,0,0,15,air,1.444,0.813,0,22.4,52.93,66.2,893.8,7.65,42.1,-0.0118,-0.0078,0.0441,0.0188,0.0005,-0.013,0.0761,0.0703,0.0899,0.1866,0.1221,0.1383,-0.7071,-0.7071,0,1,0,0,0,0,0,0,0
464,0.4093269974582825,0.6001551902517532,0.5294007295466387,0.4698120031282763,0.47277607751827644,0.3573647337685302,0,0,0,20,air,1.455,0.675,0,19.65,56.1,62.2,812.6,8.25,47.7,-0.2278,0.1068,-0.1649,0.1809,-0.0045,-0.2847,0.124,0.0968,0.1073,0.1715,0.1024,0.15,-0.866,0.5,0,0,0,0,0,0,0,0,0
465,0.32732898662835663,0.6555063800436833,0.3324648254299112,0.37938445027333256,0.3514758365446208,0.34016076156250297,0,0,0,9,air,1.405,0.926,0,20.37,49.55,50.74,867.0,7.69,65.7,-0.082,0.0554,-0.1969,-0.0904,-0.1213,-0.0172,0.1772,0.1232,0.1802,0.0816,0.1005,0.1704,0.7071,-0.7071,0,0,0,0,0,0,0,0,0
466,0.11791358161122756,0.7067191631221981,0.14920270974465843,0.5207835835997897,0.34600563288629504,0.07560190008315251,0,0,1,3,air,1.477,0.61,0,23.45,41.43,58.9,682.1,5.13,51.4,-0.2094,0.0512,-0.1833,0.1414,-0.0055,-0.2646,0.2231,0.0939,0.2281,0.1097,0.0696,0.2415,0.7071,0.7071,0,0,0,0,0,0,0,0,0
467,0.2276494640291744,0.5760719622945167,0.2535070349140176,0.638655363440164,0.12837693566918487,0.10427518709319775,0,0,0,22,evaporative,1.28,1.922,1,32.44,54.68,82.26,1260.6,63.19,89.6,0.1097,-0.1306,0.1043,0.1179,-0.2176,0.0287,0.1969,0.081,0.219,0.1337,0.1417,0.2294,-0.5,0.866,0,0,0,0,0,0,0,0,2
468,0.468007514642502,0.46243821128865403,0.44210526315789456,0.44581462482227185,0.11784323494423038,0.5057012052338308,0,0,0,6,emergency,2.668,0.46,2,44.15,33.16,111.44,155.3,2.47,462.1,0.2404,-0.1136,0.1886,-0.1928,-0.0105,0.4014,0.1404,0.0921,0.1502,0.097,0.1548,0.1824,1.0,0.0,0,1,0,0,0,0,0,0,1
469,0.5073488783290971,0.4522646281181746,0.47733194372068777,0.4465979995221415,0.11993777389147034,0.5035984975197607,0,0,0,13,air,1.416,0.761,0,23.21,54.33,70.65,815.6,9.28,45.5,0.0393,-0.0102,0.0352,0.0008,0.0021,-0.0021,0.1628,0.1134,0.1349,0.0988,0.1242,0.2085,-0.2588,-0.9659,0,1,0,0,0,0,0,0,0
470,0.5290087302464359,0.4896827221519717,0.5068473163105782,0.43657080336381104,0.12583501947107809,0.49222476033910934,0,0,0,7,air,1.459,0.975,0,22.33,56.06,57.82,828.6,10.59,53.8,0.0217,0.0374,0.0295,-0.01,0.0059,-0.0114,0.1854,0.1064,0.1563,0.0858,0.0998,0.2252,0.9659,-0.2588,0,1,0,0,0,0,0,0,0
471,0.5180682948392086,0.6892458903322223,0.5011360083376757,0.4328889422744241,0.5354292279692123,0.49308495894941073,1,0,0,2,emergency,1.786,5.848,2,22.46,76.15,57.53,668.0,206.55,52.3,-0.0109,0.1996,-0.0057,-0.0037,0.4096,0.0009,0.1264,0.0995,0.1053,0.0888,0.1845,0.1765,0.5,0.866,0,1,0,0,0,0,0,0,1
472,0.5072383688805393,0.6389527531900219,0.58284523189161,0.42022438462653267,0.5203200780876657,0.468903820237606,0,0,0,23,evaporative,1.288,1.899,1,31.46,45.93,101.86,1212.1,55.76,64.3,-0.0108,-0.0503,0.0817,-0.0127,-0.0151,-0.0242,0.023,0.1097,0.0519,0.0108,0.2228,0.0146,-0.2588,0.9659,0,1,0,0,0,0,0,0,2
473,0.27483699856337696,0.8585182204851134,0.4242209484106303,0.571441814191355,0.8427367286555297,0.0763665210700871,1,0,1,1,emergency,1.887,6.162,2,23.12,71.36,73.39,734.4,161.02,51.4,-0.2324,0.2196,-0.1586,0.1512,0.3224,-0.3925,0.108,0.1636,0.0574,0.0622,0.3075,0.1852,0.2588,0.9659,0,0,0,0,1,0,0,0,1
474,0.23991601281909603,0.8467927347971032,0.3766545075560186,0.5794322361300247,0.8377545729072405,0.07283014900551485,0,1,1,23,security_alert,1.582,0.91,2,20.05,52.29,59.24,846.2,6.83,41.8,-0.0349,-0.0117,-0.0476,0.008,-0.005,-0.0035,0.1435,0.1538,0.0799,0.08,0.2945,0.2249,-0.2588,0.9659,0,0,0,0,1,0,0,1,4
475,0.3147309094927615,0.7876480055178756,0.5127253778009377,0.6897052813816641,0.9313377596567397,0.09930515067812326,0,0,0,11,evaporative,1.281,2.353,1,29.1,45.77,90.46,1250.9,56.61,81.5,0.0748,-0.0591,0.1361,0.1103,0.0936,0.0265,0.1321,0.0969,0.0804,0.1127,0.1915,0.2185,0.2588,-0.9659,0,0,0,0,0,0,0,0,2
476,0.34246878108078227,0.46910564432693436,0.5313183949973945,0.7396062497633556,0.5326636231456722,0.09557762336681738,0,0,0,3,humidity_warn,1.587,0.631,1,24.97,20.73,61.99,859.1,10.5,48.4,0.0277,-0.3185,0.0186,0.0499,-0.3987,-0.0037,0.1034,0.1653,0.0835,0.1236,0.1922,0.1716,0.7071,0.7071,0,0,0,0,0,0,0,0,3
477,0.33263344015913354,0.5095700655247732,0.4833350703491399,0.7435231232627034,0.5729275757236836,0.11832509772811992,0,0,0,23,evaporative,1.2,2.34,1,30.57,52.97,90.35,1227.1,75.56,88.1,-0.0098,0.0405,-0.048,0.0039,0.0403,0.0227,0.0428,0.1896,0.0642,0.0843,0.1786,0.0185,-0.2588,0.9659,0,0,0,0,0,0,0,0,2
478,0.29229749143551764,0.38306127141050705,0.4141740489838457,0.7605745792298645,0.2648880031723114,0.12071453831229037,0,0,0,7,air,1.551,0.77,0,19.47,49.35,56.8,799.7,9.54,53.9,-0.0403,-0.1265,-0.0692,0.0171,-0.308,0.0024,0.0408,0.2052,0.0659,0.0737,0.2646,0.0195,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
479,0.29472869930379053,0.3842108288309003,0.4054194893173526,0.7702623130182514,0.27808563207288184,0.14078583921932195,0,0,0,13,air,1.594,0.672,0,20.27,52.49,57.14,883.3,13.32,62.8,0.0024,0.0011,-0.0088,0.0097,0.0132,0.0201,0.0223,0.1663,0.0571,0.0311,0.2719,0.0182,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
480,0.2777102442258814,0.383406138636625,0.5224804585721727,0.7721162998079428,0.31334709357301904,0.15932789815248452,0,1,0,14,evaporative,1.3,2.556,1,27.56,45.63,118.54,1258.0,73.95,100.9,-0.017,-0.0008,0.1171,0.0019,0.0353,0.0185,0.028,0.0597,0.0591,0.015,0.1482,0.0242,-0.5,-0.866,0,0,0,0,0,0,0,0,2
481,0.24698861752679857,0.5342280721922061,0.5081813444502346,0.7527408322311687,0.30826326117680547,0.15904116528238413,0,1,1,22,security_alert,1.641,0.747,2,22.19,46.97,58.56,784.9,8.0,48.1,-0.0307,0.1508,-0.0143,-0.0194,-0.0051,-0.0003,0.031,0.0763,0.0539,0.012,0.1276,0.0199,-0.5,0.866,0,0,0,0,0,0,0,1,4
482,0.27428445132058776,0.44818369927577884,0.4917561229807188,0.7437320231826686,0.2567335360087849,0.15426228411404327,0,0,0,22,evaporative,1.216,2.83,1,33.04,38.0,86.41,1192.6,50.22,83.1,0.0273,-0.086,-0.0164,-0.009,-0.0515,-0.0048,0.0191,0.0663,0.0547,0.0119,0.0255,0.0164,-0.5,0.866,0,0,0,0,0,0,0,0,2
483,0.5458061664272296,0.3924876422577308,0.6942782699322563,0.5963270171572116,0.2522597635001169,0.44118630946122905,0,0,0,17,emergency,2.302,0.408,2,44.04,39.66,105.38,235.2,7.34,354.1,0.2715,-0.0557,0.2025,-0.1474,-0.0045,0.2869,0.123,0.0649,0.1053,0.074,0.0283,0.1289,-0.9659,-0.2588,0,1,0,0,0,0,0,0,1
484,0.56636092385899,0.3961662260029888,0.7119958311620633,0.5697445023416378,0.24465435023538148,0.42570273447580453,0,1,1,4,security_alert,1.623,0.947,2,22.13,53.13,61.39,781.5,9.58,46.6,0.0206,0.0037,0.0177,-0.0266,-0.0076,-0.0155,0.1593,0.0631,0.1079,0.0959,0.033,0.1512,0.866,0.5,0,1,0,0,0,0,0,1,4
485,0.777986517847276,0.2963271640418439,0.5950182386659717,0.2595281211932886,0.10637410905837258,0.7214199011727375,0,0,0,20,emergency,2.267,0.406,2,46.71,28.26,90.48,70.0,5.95,410.3,0.2116,-0.0998,-0.117,-0.3102,-0.1383,0.2957,0.222,0.087,0.102,0.1998,0.0754,0.2357,-0.866,0.5,1,1,0,0,0,0,0,0,1
486,0.7714664603823627,0.292821013909645,0.5962688900468993,0.26435893184248427,0.1110715701924739,0.724287229873742,0,0,0,21,air,1.422,0.699,0,21.6,46.36,58.86,803.4,10.31,51.1,-0.0065,-0.0035,0.0013,0.0048,0.0047,0.0029,0.2064,0.0681,0.0889,0.2157,0.0782,0.2386,-0.7071,0.7071,1,1,0,0,0,0,0,0,0
487,0.7683721958227427,0.33512472698011275,0.6406670140698278,0.2687458301617538,0.14901729519781193,0.7073699905378152,0,0,0,7,evaporative,1.28,2.106,1,32.76,45.36,97.06,1209.4,68.88,65.4,-0.0031,0.0423,0.0444,0.0044,0.0379,-0.0169,0.1189,0.0501,0.0543,0.1749,0.0712,0.1559,0.9659,-0.2588,1,1,0,0,0,0,0,0,2
488,0.49651895237042765,0.37380733417634215,0.4444398124022926,0.4131217873477153,0.1529826844668585,0.4418553528247967,0,0,0,1,air,1.506,0.787,0,19.44,46.39,58.31,788.1,9.29,76.3,-0.2719,0.0387,-0.1962,0.1444,0.004,-0.2655,0.1344,0.046,0.098,0.1363,0.0556,0.1557,0.2588,0.9659,0,1,0,0,0,0,0,0,0
489,0.4819317051607912,0.34173468214737324,0.41930171964564855,0.39481693186076305,0.15113216947463678,0.4268496659562063,0,1,0,2,security_alert,1.527,0.98,2,20.81,47.55,55.36,711.4,8.67,30.9,-0.0146,-0.0321,-0.0251,-0.0183,-0.0019,-0.015,0.1553,0.0338,0.1,0.0769,0.0233,0.1554,0.5,0.866,0,1,0,0,0,0,0,1,4
